Geneid	gene	Metastatic..N.58.	Normal..N.52.	Tumor..N.491.	BMI1_1_sorted.bam	BMI1_2_sorted.bam	Length	BMI1_1_rpkm	BMI1_2_rpkm	rank1	rank2	gene_name	T_id
ENSG00000232803.1	SLCO4A1-AS1	0.26836964	0.07624097	0.13370542	2	1	1534	0.130378096	0.065189048	3411	3589	 gene_name SLCO4A1-AS1	 cmp_ref T221972
ENSG00000232803.1	SLCO4A1-AS1	0.26836964	0.07624097	0.13370542	2	1	1534	0.130378096	0.065189048	3411	3589	 gene_name SLCO4A1-AS1	 cmp_ref T221960
ENSG00000215808.2	LINC01139	0.2088706	1.3699599	0.165826	2	0	1537	0.130123617	0	3413	9720	 gene_name LINC01139	 cmp_ref T033750
ENSG00000273148.1	LINC00653	0.7942612	0.4536215	0.5981935	2	6	1539	0.129954516	0.389863548	3414	1825	 gene_name RP5-1068E13.7	 cmp_ref T214546
ENSG00000266283.1		0.10970787	0.06994972	0.04580364	1	2	770	0.12987013	0.25974026	3415	2224	 gene_name RP11-627G18.1	 cmp_ref T159666
ENSG00000233393.1		0.08808277	0.03502243	0.04341118	3	2	2336	0.128424658	0.085616438	3425	3430	 gene_name AP000688.29	 cmp_ref T225711
ENSG00000260743.1		0.20248464	0.08418946	0.13885086	2	3	1566	0.127713921	0.191570881	3429	2610	 gene_name RP11-255C15.3	 cmp_ref T255302
ENSG00000264548.1		0.12051803	0.03756848	0.09174904	3	2	2368	0.126689189	0.084459459	3432	3446	 gene_name RP13-516M14.2	 cmp_ref T156840
ENSG00000258747.1		0.000868351	0.001391959	0.000824395	1	0	801	0.124843945	0	3440	9720	 gene_name RP11-163M18.1	 cmp_ref T103582
ENSG00000276251.1		0.07573416	0.04816365	0.04135481	1	0	803	0.124533001	0	3444	9720	 gene_name CTB-32O4.3	 cmp_ref T172451
ENSG00000228536.1	LYPLAL1-AS1	0.07684846	0.26188674	0.0647126	1	0	811	0.123304562	0	3449	9720	 gene_name RP11-392O17.1	 cmp_ref T030678
ENSG00000245869.2		0.02996558	0.13062645	0.05836448	2	2	1646	0.121506683	0.121506683	3462	3132	 gene_name RP11-158I9.5	 cmp_ref T068473
ENSG00000270638.1		0.05076781	0.13429926	0.13290299	2	0	1649	0.121285628	0	3466	9720	 gene_name RP3-466P17.1	 cmp_ref T313158
ENSG00000250920.1		0.002203544	0.002085937	0.002980224	1	0	830	0.120481928	0	3473	9720	 gene_name RP11-297P16.4	 cmp_ref T268948
ENSG00000231507.1	LINC01353	0.07690475	0.05814686	0.04458832	1	0	837	0.119474313	0	3480	9720	 gene_name LINC01353	 cmp_ref T028309
ENSG00000231507.1	LINC01353	0.07690475	0.05814686	0.04458832	1	0	837	0.119474313	0	3480	9720	 gene_name LINC01353	 cmp_ref T028314
ENSG00000231507.1	LINC01353	0.07690475	0.05814686	0.04458832	1	0	837	0.119474313	0	3480	9720	 gene_name LINC01353	 cmp_ref T028309
ENSG00000231507.1	LINC01353	0.07690475	0.05814686	0.04458832	1	0	837	0.119474313	0	3480	9720	 gene_name LINC01353	 cmp_ref T028314
ENSG00000239552.2	HOXB-AS2	0.39598106	0.25167616	0.07096577	1	0	845	0.118343195	0	3486	9720	 gene_name HOXB-AS2	 cmp_ref T149737
ENSG00000266933.2		0.17577633	0.06330851	0.13185967	1	1	850	0.117647059	0.117647059	3489	3165	 gene_name AC005775.2	 cmp_ref T165206
ENSG00000229498.1		0.01993927	0.04645576	0.01785376	2	0	1711	0.116890707	0	3492	9720	 gene_name AC105053.3	 cmp_ref T193253
ENSG00000269821.1	KCNQ1OT1	0.1502843	0.03218406	0.04397655	107	30	91667	0.116726848	0.032727154	3496	3994	 gene_name KCNQ1OT1	 cmp_ref T053301
ENSG00000237311.1		0.015198965	0.025066104	0.004773468	1	0	857	0.116686114	0	3498	9720	 gene_name RP6-159A1.3	 cmp_ref T375695
ENSG00000253559.1	OSGEPL1-AS1	0.2440947	0.2166428	0.2378473	1	0	860	0.11627907	0	3502	9720	 gene_name OSGEPL1-AS1	 cmp_ref T204659
ENSG00000227512.1		1.27987632	0.02531127	0.03022783	1	2	864	0.115740741	0.231481481	3508	2362	 gene_name RP11-413M3.4	 cmp_ref T369203
ENSG00000227963.1	RBM15-AS1	0.17668369	0.06980343	0.10799465	3	4	2611	0.114898506	0.153198008	3516	2911	 gene_name RP5-1074L1.1	 cmp_ref T017124
ENSG00000234225.2		0.005451632	0	0.000605837	1	0	884	0.113122172	0	3523	9720	 gene_name RP4-704D21.2	 cmp_ref T019602
ENSG00000234225.2		0.005451632	0	0.000605837	1	0	884	0.113122172	0	3523	9720	 gene_name RP4-704D21.2	 cmp_ref T019599
ENSG00000225431.1	LINC01671	0.03135194	0.84502244	0.1104838	2	0	1775	0.112676056	0	3528	9720	 gene_name AP001626.1	 cmp_ref T226959
ENSG00000227290.1	LINC01364	0.007827687	0.009882331	0.005863394	1	0	889	0.112485939	0	3530	9720	 gene_name LINC01364	 cmp_ref T014491
ENSG00000260339.1	HEXA-AS1	0.1470386	0.2878291	0.2888638	3	11	2676	0.112107623	0.411061286	3531	1767	 gene_name HEXA-AS1	 cmp_ref T119123
ENSG00000230479.1		0.17907596	0.02660675	0.04278324	1	0	893	0.111982083	0	3533	9720	 gene_name AP000695.6	 cmp_ref T225757
ENSG00000236682.1	MAP3K2-DT	0.5292176	0.2602329	0.344366	3	3	2690	0.111524164	0.111524164	3537	3216	 gene_name AC068282.3	 cmp_ref T198571
ENSG00000269826.1		0.000477128	0.00110151	0.000540746	1	0	901	0.110987791	0	3542	9720	 gene_name RP11-158I3.3	 cmp_ref T137608
ENSG00000237879.1	LINC00398	0.07420644	0.20528245	0.08177108	1	0	906	0.110375276	0	3549	9720	 gene_name LINC00398	 cmp_ref T092418
ENSG00000277767.1		0.20785783	0.09590812	0.13532478	2	2	1824	0.109649123	0.109649123	3554	3229	 gene_name RP11-365P13.5	 cmp_ref T099248
ENSG00000225506.2	CYP4A22-AS1	0.32007126	0.05782949	0.16952025	1	2	921	0.108577633	0.217155266	3557	2451	 gene_name CYP4A22-AS1	 cmp_ref T010452
ENSG00000275198.1		0.04034121	0.07802088	0.05554878	5	5	4609	0.108483402	0.108483402	3558	3240	 gene_name RP11-471B22.3	 cmp_ref T108824
ENSG00000248027.1		0.1133354	0.1109909	0.1458573	2	3	1865	0.107238606	0.160857909	3566	2850	 gene_name CTD-2383M3.1	 cmp_ref T066316
ENSG00000262873.1		0.14990779	0.09109372	0.08837333	1	2	935	0.106951872	0.213903743	3567	2477	 gene_name CTD-2561B21.11	 cmp_ref T156255
ENSG00000251350.1	LINC02475	0.1245633	0.01481481	0.03106992	3	0	2823	0.106269926	0	3572	9720	 gene_name RP11-328N19.1	 cmp_ref T264151
ENSG00000251350.1	LINC02475	0.1245633	0.01481481	0.03106992	3	0	2823	0.106269926	0	3572	9720	 gene_name RP11-328N19.1	 cmp_ref T264152
ENSG00000251350.1	LINC02475	0.1245633	0.01481481	0.03106992	3	0	2823	0.106269926	0	3572	9720	 gene_name RP11-328N19.1	 cmp_ref T264151
ENSG00000251350.1	LINC02475	0.1245633	0.01481481	0.03106992	3	0	2823	0.106269926	0	3572	9720	 gene_name RP11-328N19.1	 cmp_ref T264152
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366625
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366631
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366641
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366625
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366631
ENSG00000224842.2		0.09536008	0.007702106	0.045646177	1	1	943	0.106044539	0.106044539	3573	3263	 gene_name RP11-123K19.1	 cmp_ref T366641
ENSG00000236651.1	DLX2-DT	0.17119355	0.02267797	0.13950574	1	5	950	0.105263158	0.526315789	3578	1520	 gene_name DLX2-AS1	 cmp_ref T202951
ENSG00000261172.1		0.9400153	0.1725786	0.2428402	1	0	952	0.105042017	0	3582	9720	 gene_name RP11-356C4.5	 cmp_ref T139105
ENSG00000228363.2		0.15515355	0.05756889	0.07721039	3	1	2860	0.104895105	0.034965035	3584	3963	 gene_name AC015971.2	 cmp_ref T193352
ENSG00000260101.1		0.4793338	0.3496393	0.4851929	2	1	1907	0.10487677	0.052438385	3585	3717	 gene_name RP11-568N6.1	 cmp_ref T190557
ENSG00000238107.1		0.009613829	0.198978361	0.014650117	2	0	1918	0.104275287	0	3588	9720	 gene_name RP11-495P10.5	 cmp_ref T019862
ENSG00000259251.2		0.08847291	0.04973272	0.05305692	2	7	1932	0.103519669	0.362318841	3592	1886	 gene_name RP11-643M14.1	 cmp_ref T117659
ENSG00000229261.1		0.010424238	0.008631659	0.006857145	2	0	1933	0.103466115	0	3594	9720	 gene_name RP11-227H15.4	 cmp_ref T043212
ENSG00000260455.1	NBAT1	0.036678266	0.010818143	0.009008169	2	1	1940	0.103092784	0.051546392	3598	3730	 gene_name CASC14	 cmp_ref T298617
ENSG00000236137.1		0.1543768	0.09737758	0.13392834	2	1	1946	0.102774923	0.051387461	3602	3732	 gene_name RP11-27K13.3	 cmp_ref T018141
ENSG00000236137.1		0.1543768	0.09737758	0.13392834	2	1	1946	0.102774923	0.051387461	3602	3732	 gene_name RP11-27K13.3	 cmp_ref T018138
ENSG00000236137.1		0.1543768	0.09737758	0.13392834	2	1	1946	0.102774923	0.051387461	3602	3732	 gene_name RP11-27K13.3	 cmp_ref T018141
ENSG00000236137.1		0.1543768	0.09737758	0.13392834	2	1	1946	0.102774923	0.051387461	3602	3732	 gene_name RP11-27K13.3	 cmp_ref T018138
ENSG00000260633.1		0.06057268	0.08116351	0.06323662	2	0	1946	0.102774923	0	3602	9720	 gene_name RP11-375I20.6	 cmp_ref T250952
ENSG00000233058.1	LINC00884	0.109692	0.1366706	0.1046307	3	1	2922	0.102669405	0.034223135	3604	3974	 gene_name LINC00884	 cmp_ref T257644
ENSG00000233058.1	LINC00884	0.109692	0.1366706	0.1046307	3	1	2922	0.102669405	0.034223135	3604	3974	 gene_name LINC00884	 cmp_ref T257653
ENSG00000233058.1	LINC00884	0.109692	0.1366706	0.1046307	3	1	2922	0.102669405	0.034223135	3604	3974	 gene_name LINC00884	 cmp_ref T257644
ENSG00000233058.1	LINC00884	0.109692	0.1366706	0.1046307	3	1	2922	0.102669405	0.034223135	3604	3974	 gene_name LINC00884	 cmp_ref T257653
ENSG00000266821.1		0.028250038	0.008872409	0.01389493	3	0	2927	0.102494021	0	3606	9720	 gene_name RP11-6N17.2	 cmp_ref T149488
ENSG00000248456.1	LINC02485	0.010383309	0.000792323	0.001696831	1	4	981	0.101936799	0.407747197	3611	1777	 gene_name RP11-553P9.3	 cmp_ref T271596
ENSG00000261251.1		0.26890576	0.07800922	0.11742475	2	1	1981	0.100959112	0.050479556	3617	3741	 gene_name RP3-388M5.9	 cmp_ref T234876
ENSG00000261251.1		0.26890576	0.07800922	0.11742475	2	1	1981	0.100959112	0.050479556	3617	3741	 gene_name RP3-388M5.9	 cmp_ref T234875
ENSG00000245149.3	RNF139-AS1	0.5876084	0.1273651	0.2368006	7	4	6943	0.100820971	0.057611983	3618	3666	 gene_name RNF139-AS1	 cmp_ref T350782
ENSG00000253983.2		0.07673277	0.01818593	0.01699714	1	0	993	0.100704935	0	3619	9720	 gene_name RP1-16A9.1	 cmp_ref T346076
ENSG00000224090.1		0.5502438	0.2914501	0.5480156	2	4	1992	0.100401606	0.200803213	3622	2555	 gene_name AC097468.4	 cmp_ref T207909
ENSG00000232680.2		3.7238064	0.7373582	2.3161833	1	0	1000	0.1	0	3625	9720	 gene_name AC002511.3	 cmp_ref T173657
ENSG00000266913.1	LINC01841	0.04022073	0.05000031	0.02211436	1	0	1016	0.098425197	0	3637	9720	 gene_name CTC-548K16.2	 cmp_ref T169493
ENSG00000261379.1		0.08545408	0.04982638	0.05024084	1	0	1026	0.097465887	0	3639	9720	 gene_name RP11-395N3.1	 cmp_ref T208908
ENSG00000235056.1		0.14606678	0.02221921	0.07100731	1	0	1028	0.097276265	0	3640	9720	 gene_name AC010983.1	 cmp_ref T205153
ENSG00000226779.1	NAALADL2-AS2	1.03696932	0.01760017	0.24049457	1	0	1038	0.096339114	0	3644	9720	 gene_name NAALADL2-AS2	 cmp_ref T254877
ENSG00000258593.2		0.37287105	0.03772757	0.07631624	1	0	1045	0.09569378	0	3649	9720	 gene_name CTD-3051D23.4	 cmp_ref T111565
ENSG00000261546.1		0.07407184	0.01708407	0.01913641	2	0	2105	0.095011876	0	3656	9720	 gene_name CTD-2555A7.3	 cmp_ref T138508
ENSG00000225472.1		0.2248575	0.3358191	0.1215867	1	0	1054	0.09487666	0	3657	9720	 gene_name RP11-120J1.1	 cmp_ref T355921
ENSG00000225472.1		0.2248575	0.3358191	0.1215867	1	0	1054	0.09487666	0	3657	9720	 gene_name RP11-120J1.1	 cmp_ref T355924
ENSG00000225472.1		0.2248575	0.3358191	0.1215867	1	0	1054	0.09487666	0	3657	9720	 gene_name RP11-120J1.1	 cmp_ref T355921
ENSG00000225472.1		0.2248575	0.3358191	0.1215867	1	0	1054	0.09487666	0	3657	9720	 gene_name RP11-120J1.1	 cmp_ref T355924
ENSG00000261617.1	LINC02177	0.016389798	0.004693872	0.002845925	5	3	5298	0.094375236	0.056625142	3658	3678	 gene_name RP11-243A14.1	 cmp_ref T127081
ENSG00000275371.1		0.4665245	0.03831354	0.08560548	1	0	1061	0.094250707	0	3659	9720	 gene_name RP11-455F5.6	 cmp_ref T130169
ENSG00000225756.1	DBH-AS1	1.2427142	0.2907266	0.5171776	2	2	2139	0.093501636	0.093501636	3664	3363	 gene_name DBH-AS1	 cmp_ref T368401
ENSG00000234174.1		0.04398984	0.01257111	0.01947611	1	0	1074	0.09310987	0	3666	9720	 gene_name AC016683.5	 cmp_ref T197078
ENSG00000253130.1		0.002624894	0.001154223	0.000966333	1	0	1075	0.093023256	0	3668	9720	 gene_name CTD-3023L14.2	 cmp_ref T338516
ENSG00000273002.1		0.22437433	0.06803948	0.05775437	2	1	2157	0.092721372	0.046360686	3671	3805	 gene_name RP11-336K24.12	 cmp_ref T022294
ENSG00000233427.1		0.031380755	0.019010266	0.009816407	1	1	1085	0.092165899	0.092165899	3673	3378	 gene_name RP1-212P9.3	 cmp_ref T006661
ENSG00000229127.1		0.2828665	0.1732237	0.2111048	2	0	2199	0.090950432	0	3686	9720	 gene_name AC007038.7	 cmp_ref T206778
ENSG00000261842.1		0.03368498	0.01846213	0.02747335	2	0	2216	0.090252708	0	3691	9720	 gene_name RP11-143I21.1	 cmp_ref T335365
ENSG00000235884.3	LINC00941	0.14442491	0.12537798	0.05403775	2	2	2218	0.090171326	0.090171326	3692	3402	 gene_name LINC00941	 cmp_ref T076229
ENSG00000235884.3	LINC00941	0.14442491	0.12537798	0.05403775	2	2	2218	0.090171326	0.090171326	3692	3402	 gene_name LINC00941	 cmp_ref T076228
ENSG00000235884.3	LINC00941	0.14442491	0.12537798	0.05403775	2	2	2218	0.090171326	0.090171326	3692	3402	 gene_name LINC00941	 cmp_ref T076229
ENSG00000235884.3	LINC00941	0.14442491	0.12537798	0.05403775	2	2	2218	0.090171326	0.090171326	3692	3402	 gene_name LINC00941	 cmp_ref T076228
ENSG00000261135.1		0.51475201	0.06567934	0.12395652	1	5	1110	0.09009009	0.45045045	3693	1674	 gene_name RP4-798A10.7	 cmp_ref T004062
ENSG00000270681.1		0.3329129	0.379429	0.4128858	1	0	1113	0.08984726	0	3694	9720	 gene_name RP11-372K14.2	 cmp_ref T272834
ENSG00000223799.1	IL10RB-DT	0.3411681	0.3239508	0.3405135	2	3	2228	0.089766607	0.13464991	3696	3036	 gene_name IL10RB-AS1	 cmp_ref T225285
ENSG00000235584.2		0.13754518	0.02414792	0.02344034	1	0	1119	0.089365505	0	3700	9720	 gene_name AC008268.1	 cmp_ref T194192
ENSG00000224939.1	LINC00184	0.031730289	0.008882429	0.008709702	2	0	2270	0.088105727	0	3714	9720	 gene_name LINC00184	 cmp_ref T033204
ENSG00000261187.1		0.3952861	0.1568087	0.2219917	1	0	1135	0.088105727	0	3714	9720	 gene_name RP11-1007O24.2	 cmp_ref T119140
ENSG00000259925.1		0.7383074	0.3490518	0.6663669	2	2	2278	0.087796313	0.087796313	3716	3416	 gene_name CTA-363E6.2	 cmp_ref T128220
ENSG00000249790.2		0.16707198	0.05286719	0.02388747	2	0	2279	0.087757789	0	3717	9720	 gene_name RP11-20D14.6	 cmp_ref T073281
ENSG00000249790.2		0.16707198	0.05286719	0.02388747	2	0	2279	0.087757789	0	3717	9720	 gene_name RP11-20D14.6	 cmp_ref T073280
ENSG00000227908.3		0.1920059	0.1878647	0.2159462	2	11	2289	0.087374399	0.480559196	3720	1607	 gene_name FLJ31104	 cmp_ref T282504
ENSG00000267737.1		0.05308526	0.09602644	0.04904943	1	0	1145	0.087336245	0	3721	9720	 gene_name AC061992.2	 cmp_ref T155513
ENSG00000267737.1		0.05308526	0.09602644	0.04904943	1	0	1145	0.087336245	0	3721	9720	 gene_name AC061992.2	 cmp_ref T155520
ENSG00000267737.1		0.05308526	0.09602644	0.04904943	1	0	1145	0.087336245	0	3721	9720	 gene_name AC061992.2	 cmp_ref T155513
ENSG00000267737.1		0.05308526	0.09602644	0.04904943	1	0	1145	0.087336245	0	3721	9720	 gene_name AC061992.2	 cmp_ref T155520
ENSG00000230172.1		0.00181141	0.000840717	0.000891309	1	0	1147	0.087183958	0	3723	9720	 gene_name AC090957.2	 cmp_ref T238531
ENSG00000250770.2		0.068264479	0.009021753	0.011247273	2	1	2303	0.086843248	0.043421624	3726	3848	 gene_name RP5-1063M23.1	 cmp_ref T071805
ENSG00000258162.2		2.78727183	0.09573563	1.03060405	2	0	2310	0.086580087	0	3728	9720	 gene_name RP11-315E17.1	 cmp_ref T083118
ENSG00000256597.2	LINC02393	0.007456696	0.000131392	0.000927775	2	1	2311	0.086542622	0.043271311	3729	3849	 gene_name FLJ37505	 cmp_ref T089301
ENSG00000260278.1		0.040099898	0.003680168	0.011743424	2	0	2320	0.086206897	0	3730	9720	 gene_name RP11-109G23.3	 cmp_ref T266973
ENSG00000180712.3	LINC02363	0.11062285	0.05744305	0.06622206	2	0	2353	0.084997875	0	3740	9720	 gene_name RP11-290F5.2	 cmp_ref T275512
ENSG00000180712.3	LINC02363	0.11062285	0.05744305	0.06622206	2	0	2353	0.084997875	0	3740	9720	 gene_name RP11-290F5.2	 cmp_ref T275517
ENSG00000180712.3	LINC02363	0.11062285	0.05744305	0.06622206	2	0	2353	0.084997875	0	3740	9720	 gene_name RP11-290F5.2	 cmp_ref T275512
ENSG00000180712.3	LINC02363	0.11062285	0.05744305	0.06622206	2	0	2353	0.084997875	0	3740	9720	 gene_name RP11-290F5.2	 cmp_ref T275517
ENSG00000268555.1		0.1450171	0.5931516	0.3261133	1	1	1178	0.084889643	0.084889643	3743	3440	 gene_name RP11-678G14.3	 cmp_ref T171555
ENSG00000266970.1		0.14857556	0.08498112	0.10459144	1	0	1188	0.084175084	0	3747	9720	 gene_name RP11-806H10.4	 cmp_ref T155533
ENSG00000266970.1		0.14857556	0.08498112	0.10459144	1	0	1188	0.084175084	0	3747	9720	 gene_name RP11-806H10.4	 cmp_ref T155535
ENSG00000266970.1		0.14857556	0.08498112	0.10459144	1	0	1188	0.084175084	0	3747	9720	 gene_name RP11-806H10.4	 cmp_ref T155533
ENSG00000266970.1		0.14857556	0.08498112	0.10459144	1	0	1188	0.084175084	0	3747	9720	 gene_name RP11-806H10.4	 cmp_ref T155535
ENSG00000235865.2	GSN-AS1	0.18696066	0.04971294	0.03567061	4	2	4763	0.083980684	0.041990342	3748	3869	 gene_name GSN-AS1	 cmp_ref T365885
ENSG00000231698.2		0.175095116	0.001086701	0.004210479	1	0	1193	0.083822297	0	3749	9720	 gene_name AP002856.5	 cmp_ref T070591
ENSG00000174171.5		0.2037022	0.1913014	0.1309901	3	4	3653	0.082124281	0.109499042	3760	3231	 gene_name RP11-23P13.6	 cmp_ref T115167
ENSG00000174171.5		0.2037022	0.1913014	0.1309901	3	4	3653	0.082124281	0.109499042	3760	3231	 gene_name RP11-23P13.6	 cmp_ref T115164
ENSG00000174171.5		0.2037022	0.1913014	0.1309901	3	4	3653	0.082124281	0.109499042	3760	3231	 gene_name RP11-23P13.6	 cmp_ref T115167
ENSG00000174171.5		0.2037022	0.1913014	0.1309901	3	4	3653	0.082124281	0.109499042	3760	3231	 gene_name RP11-23P13.6	 cmp_ref T115164
ENSG00000270562.1		0.2644776	0.1288884	0.3122046	2	1	2467	0.081070126	0.040535063	3771	3891	 gene_name RP11-154H23.3	 cmp_ref T245066
ENSG00000246422.2		0.01259495	0.002747428	0.005406412	2	0	2480	0.080645161	0	3773	9720	 gene_name CTD-2024I7.13	 cmp_ref T290371
ENSG00000272870.1		1.028547	0.6165982	0.4697505	2	6	2495	0.080160321	0.240480962	3779	2318	 gene_name RP11-798M19.6	 cmp_ref T274517
ENSG00000272870.1		1.028547	0.6165982	0.4697505	2	6	2495	0.080160321	0.240480962	3779	2318	 gene_name RP11-798M19.6	 cmp_ref T274518
ENSG00000272870.1		1.028547	0.6165982	0.4697505	2	6	2495	0.080160321	0.240480962	3779	2318	 gene_name RP11-798M19.6	 cmp_ref T274517
ENSG00000272870.1		1.028547	0.6165982	0.4697505	2	6	2495	0.080160321	0.240480962	3779	2318	 gene_name RP11-798M19.6	 cmp_ref T274518
ENSG00000260476.1		0.004315451	0.002443152	0.00433161	1	0	1248	0.080128205	0	3780	9720	 gene_name RP11-254F7.1	 cmp_ref T184348
ENSG00000255474.1	GAU1	0.19035168	0.02727825	0.02231532	1	0	1249	0.080064051	0	3782	9720	 gene_name RP11-234B24.2	 cmp_ref T072152
ENSG00000258171.1	LINC02412	0.2093215	0.05760028	0.15136467	1	0	1269	0.078802206	0	3790	9720	 gene_name RP11-511B23.3	 cmp_ref T084155
ENSG00000260302.1		0.05613975	0.23293718	0.10380818	1	0	1273	0.078554595	0	3793	9720	 gene_name RP11-973H7.1	 cmp_ref T159075
ENSG00000276888.1		1.6277844	0.9642767	1.6458184	2	6	2566	0.077942323	0.233826968	3798	2350	 gene_name RP11-244H18.1	 cmp_ref T100240
ENSG00000267322.2	SNHG22	0.2236578	0.1052722	0.1252357	2	3	2593	0.077130737	0.115696105	3802	3186	 gene_name SNHG22	 cmp_ref T162090
ENSG00000258661.1		0.15232783	0.0616362	0.06259974	2	0	2613	0.076540375	0	3807	9720	 gene_name RP11-964E11.2	 cmp_ref T103050
ENSG00000259269.1		0.003859803	0.002643883	0.001713891	1	0	1334	0.074962519	0	3819	9720	 gene_name RP11-624L4.2	 cmp_ref T114600
ENSG00000259269.1		0.003859803	0.002643883	0.001713891	1	0	1334	0.074962519	0	3819	9720	 gene_name RP11-624L4.2	 cmp_ref T114601
ENSG00000259269.1		0.003859803	0.002643883	0.001713891	1	0	1334	0.074962519	0	3819	9720	 gene_name RP11-624L4.2	 cmp_ref T114600
ENSG00000259269.1		0.003859803	0.002643883	0.001713891	1	0	1334	0.074962519	0	3819	9720	 gene_name RP11-624L4.2	 cmp_ref T114601
ENSG00000232721.2		0.01553877	0.01237385	0.00768748	2	0	2675	0.074766355	0	3820	9720	 gene_name RP11-403I13.5	 cmp_ref T020104
ENSG00000260019.1	LINC01992	0.002294348	0.13290389	0.001540544	1	0	1340	0.074626866	0	3821	9720	 gene_name RP11-218F4.1	 cmp_ref T144426
ENSG00000267940.1		0.5764961	0.1182846	0.2105784	1	4	1353	0.07390983	0.29563932	3826	2100	 gene_name RP11-290F24.6	 cmp_ref T053903
ENSG00000251034.1		0.1714444	0.2280159	0.1960238	3	1	4076	0.07360157	0.024533857	3828	4088	 gene_name RP11-582J16.4	 cmp_ref T340342
ENSG00000261019.1		0.10274305	0.06342038	0.07410062	1	0	1368	0.073099415	0	3831	9720	 gene_name RP11-111K18.2	 cmp_ref T322341
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302161
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302158
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302171
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302168
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302161
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302158
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302171
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302168
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302161
ENSG00000225339.3		0.05712431	0.02426428	0.03624831	6	2	8287	0.072402558	0.024134186	3835	4097	 gene_name RP11-513I15.6	 cmp_ref T302158
